,Date,High,Low,Open,Close,Volume,Adj Close,Returns
21,2020-02-03,174.5,170.39999389648438,170.42999267578125,174.3800048828125,30107000.0,171.75894165039062,0.024378835086513506
22,2020-02-04,180.63999938964844,176.30999755859375,177.13999938964844,180.1199951171875,36433300.0,177.41265869140625,0.03291658056745339
23,2020-02-05,184.1999969482422,178.41000366210938,184.02999877929688,179.89999389648438,39186300.0,177.1959686279297,-0.0012213900917491527
24,2020-02-06,183.82000732421875,180.05999755859375,180.97000122070312,183.6300048828125,27751400.0,180.86988830566406,0.020733652724621354
25,2020-02-07,185.6300048828125,182.47999572753906,182.85000610351562,183.88999938964844,33529100.0,181.12600708007812,0.0014160387713693101
26,2020-02-10,188.83999633789062,183.25,183.5800018310547,188.6999969482422,35844300.0,185.8636932373047,0.026156851981681273
27,2020-02-11,190.6999969482422,183.5,190.64999389648438,184.44000244140625,53159900.0,181.66773986816406,-0.022575433082476004
28,2020-02-12,185.85000610351562,181.85000610351562,185.5800018310547,184.7100067138672,47062900.0,181.93368530273438,0.0014639111752219325
29,2020-02-13,186.22999572753906,182.8699951171875,183.0800018310547,183.7100067138672,35295800.0,180.94871520996094,-0.00541389622891697
30,2020-02-14,185.41000366210938,182.64999389648438,183.25,185.35000610351562,23149500.0,182.56405639648438,0.00892706634943008
31,2020-02-18,187.6999969482422,185.5,185.61000061035156,187.22999572753906,27792200.0,184.4158172607422,0.010143074714752398
32,2020-02-19,188.17999267578125,186.47000122070312,188.05999755859375,187.27999877929688,29997500.0,184.9688720703125,0.002998955392141678
33,2020-02-20,187.25,181.10000610351562,186.9499969482422,184.4199981689453,36862400.0,182.14418029785156,-0.0152711736890907
34,2020-02-21,183.5,177.25,183.1699981689453,178.58999633789062,48572600.0,176.38612365722656,-0.03161263034157402
35,2020-02-24,174.5500030517578,163.22999572753906,167.77000427246094,170.88999938964844,68311100.0,168.78114318847656,-0.043115525819530154
36,2020-02-25,174.83999633789062,167.64999389648438,174.1999969482422,168.07000732421875,68073300.0,165.99595642089844,-0.016501765037033378
37,2020-02-26,173.25999450683594,168.2100067138672,169.7100067138672,170.1699981689453,56206100.0,168.0700225830078,0.0124946788272986
38,2020-02-27,167.02999877929688,157.97999572753906,163.32000732421875,158.17999267578125,93174900.0,156.2279815673828,-0.07045897200243645
39,2020-02-28,163.7100067138672,152.0,152.41000366210938,162.00999450683594,97012700.0,160.01072692871094,0.024212982356791146
40,2020-03-02,172.9199981689453,162.30999755859375,165.30999755859375,172.7899932861328,71030800.0,170.65769958496094,0.06653911809921031
41,2020-03-03,175.0,162.25999450683594,173.8000030517578,164.50999450683594,71677000.0,162.47987365722656,-0.047919466555700785
42,2020-03-04,170.6999969482422,165.6199951171875,168.49000549316406,170.5500030517578,49814400.0,168.4453582763672,0.036715221921735486
43,2020-03-05,170.8699951171875,165.69000244140625,166.0500030517578,166.27000427246094,47817300.0,164.21815490722656,-0.025095398367731114
44,2020-03-06,163.11000061035156,156.0,162.61000061035156,161.57000732421875,72821100.0,159.576171875,-0.028267173229713838
45,2020-03-09,157.75,150.0,151.0,150.6199951171875,70419300.0,148.76129150390625,-0.06777252671260536
46,2020-03-10,161.02999877929688,152.5800018310547,158.16000366210938,160.9199981689453,65354400.0,158.93417358398438,0.06838393225304173
47,2020-03-11,157.6999969482422,151.14999389648438,157.1300048828125,153.6300048828125,56371600.0,151.734130859375,-0.04530204274038463
